Date,Description,Credit,Debit,Balance,Amount
9/03/2021,WOOLWORTHS 2508 - Visa Purchase - Receipt 182111In MANGO HILL Date 07 Mar 2021 Card 462263xxxxxx7746,,-27.67,389.03,27.67
8/03/2021,IKEA NORTHLAKES NORTH LAKES - EFTPOS Purchase - Receipt 366040Date 08 Mar 2021 Time 4:59PM Card 462263xxxxxx7746,,-3,416.7,3
7/03/2021,WOOLWORTHS 2508 - Visa Purchase - Receipt 101937In MANGO HILL Date 05 Mar 2021 Card 462263xxxxxx7746,,-3.3,89.7,3.3
7/03/2021,ALDI STORES - KALLANGU - Visa Purchase - Receipt 101936In KALLANGUR Date 04 Mar 2021 Card 462263xxxxxx7495,,-40.7,93,40.7
6/03/2021,TRANSLINK - Visa Purchase - Receipt 156635In BRISBANE Date 03 Mar 2021 Card 462263xxxxxx7746,,-20,133.7,20
5/03/2021,International Transaction Fee - Receipt 112811,,-0.36,153.34,0.36
5/03/2021,ADOBE PHOTOGPHY PLAN - Visa Purchase - Receipt 112811Foreign Currency Amount:  0In ADOBE.LY/ENA Date 03 Mar 2021 Card 462263xxxxxx7746,,-14.29,153.7,14.29
4/03/2021,WOOLWORTHS 2752 - Visa Purchase - Receipt 174801In KALLANGUR Date 02 Mar 2021 Card 462263xxxxxx7746,,-41.83,167.99,41.83
3/03/2021,International Transaction Fee - Receipt 138535,,-0.87,208.95,0.87
3/03/2021,JLCPCB.COM - Visa Purchase - Receipt 138535Foreign Currency Amount: USD 26.9In MONG KOK Date 02 Mar 2021 Card 462263xxxxxx7746,,-34.96,209.82,34.96
2/03/2021,CHEMIST WAREHOUSE - Visa Purchase - Receipt 163080In NORTH LAKES Date 28 Feb 2021 Card 462263xxxxxx7746,,-9.08,244.78,9.08
1/03/2021,Raiz Maint Fee - Direct Debit - Receipt 192361 280a5c3975867c5def,,-2.5,253.86,2.5
1/03/2021,International Transaction Fee - Receipt 194007,,-1.26,255.1,1.26
1/03/2021,PatPat.com - Visa Purchase - Receipt 194007Foreign Currency Amount:  0In INTERNET Date 27 Feb 2021 Card 462263xxxxxx7746,,-50.56,256.36,50.56
1/03/2021,AMZNPRIMEAU MEMBERSHIP - Visa Purchase - Receipt 194006In SYDNEY SOUTH Date 28 Feb 2021 Card 462263xxxxxx7746,,-6.99,306.92,6.99
1/03/2021,ALDI STORES - NORTH LA - Visa Purchase - Receipt 194005In NORTH LAKES Date 26 Feb 2021 Card 462263xxxxxx7746,,-102.14,313.91,102.14
28/02/2021,COLES 4545 NORTH LAKE - EFTPOS Purchase - Receipt 34289Date 28 Feb 2021 Time 3:40PM Card 462263xxxxxx7746,,-35.55,416.05,35.55
28/02/2021,Lawnton Country Marke - Visa Purchase - Receipt 191119In Lawnton Date 27 Feb 2021 Card 462263xxxxxx7746,,-45.03,451.6,45.03
28/02/2021,WU *2768654580 - Visa Purchase - Receipt 191118In SYDNEY Date 26 Feb 2021 Card 462263xxxxxx7746,,-882.9,496.63,882.9
27/02/2021,TRANSLINK - Visa Purchase - Receipt 178076In BRISBANE Date 24 Feb 2021 Card 462263xxxxxx7746,,-20,1379.53,20
27/02/2021,PAYPAL *LFKINDY - Visa Purchase - Receipt 178075In 4029357733 Date 25 Feb 2021 Card 462263xxxxxx7746,,-1117.31,1399.53,1117.31
26/02/2021,Raiz Investment - Direct Debit - Receipt 125456 7c8f6fcda8bfc91021,,-21.57,2516.84,21.57
26/02/2021,Microsoft*EA Play 1 Month - Visa Purchase - Receipt 177009In msbill.info Date 24 Feb 2021 Card 462263xxxxxx7746,,-6.99,1538.41,6.99
25/02/2021,LIVING FAITH LUTHERA - Visa Purchase - Receipt 139303In MURRUMBA DOW Date 23 Feb 2021 Card 462263xxxxxx7746,,-1117.31,1545.4,1117.31
25/02/2021,COSTCO WHOLESALE AUS - Visa Purchase - Receipt 139302In NORTH LAKES Date 23 Feb 2021 Card 462263xxxxxx7746,,-131.43,2662.71,131.43
25/02/2021,COSTCO FUEL NORTH LAKE - Visa Purchase - Receipt 139301In NORTH LAKES Date 23 Feb 2021 Card 462263xxxxxx7746,,-51.53,2794.14,51.53
25/02/2021,JAY MEDICALS PTY LTD - Visa Purchase - Receipt 139300In GRIFFIN Date 23 Feb 2021 Card 462263xxxxxx7495,,-110,2845.67,110
24/02/2021,UBER   *EATS - Visa Purchase - Receipt 116069In SYDNEY Date 22 Feb 2021 Card 462263xxxxxx7495,,-34,2955.67,34
24/02/2021,Audible Australia - Visa Purchase - Receipt 116068In MELBOURNE Date 22 Feb 2021 Card 462263xxxxxx7746,,-16.45,2989.67,16.45
23/02/2021,Fortify Physio INV007425 - Kiran Joy - Osko Payment to 064110 10375179 - Receipt 61020  - Ref INV007425 - Kiran Joy,,-58,2918.67,58
23/02/2021,MEATLAND - Visa Purchase - Receipt 116322In NORTH LAKES Date 22 Feb 2021 Card 462263xxxxxx7746,,-58.14,2976.67,58.14
23/02/2021,METRO NORTH HOSPITAL A - Visa Purchase - Receipt 116321In HERSTON Date 21 Feb 2021 Card 462263xxxxxx7746,,-11,3034.81,11
22/02/2021,INDIAN SPICE SHOP      AS PLEY       Q - EFTPOS Purchase - Receipt 49400Date 22 Feb 2021 Time 7:24PM Card 462263xxxxxx7746,,-134.76,3045.81,134.76
22/02/2021,KMART 1228 - Visa Purchase - Receipt 118039In NORTH LAKES Date 21 Feb 2021 Card 462263xxxxxx7746,,-7,3180.57,7
22/02/2021,ALDI STORES - KALLANGU - Visa Purchase - Receipt 118038In KALLANGUR Date 19 Feb 2021 Card 462263xxxxxx7746,,-86.95,3187.57,86.95
21/02/2021,NETFLIX COM - Visa Purchase - Receipt 116006In MELBOURNE Date 19 Feb 2021 Card 462263xxxxxx7746,,-15.99,3239.09,15.99
21/02/2021,BWS LIQUOUR 2385 - Visa Purchase - Receipt 116005In KALLANGUR Date 19 Feb 2021 Card 462263xxxxxx7746,,-20,3255.08,20
21/02/2021,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 116004In BELLA VISTA Date 19 Feb 2021 Card 462263xxxxxx7746,,-50.08,3275.08,50.08
21/02/2021,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 116003In BELLA VISTA Date 19 Feb 2021 Card 462263xxxxxx7746,,-48.43,3325.16,48.43
21/02/2021,ALDI STORES - KALLANGU - Visa Purchase - Receipt 116002In KALLANGUR Date 18 Feb 2021 Card 462263xxxxxx7746,,-22.58,3373.59,22.58
21/02/2021,MSFT *<E0400DG9FJ> - Visa Purchase - Receipt 116001In MSFT AZURE Date 19 Feb 2021 Card 462263xxxxxx7746,,-3.8,3396.17,3.8
19/02/2021,WU 2104882841653044 - Visa Purchase - Receipt 157955In 1800173833 Date 17 Feb 2021 Card 462263xxxxxx7746,,-302.9,3334.97,302.9
19/02/2021,PAYPAL *NINGSUPEIDI EB - Visa Purchase - Receipt 157954In 4029357733 Date 17 Feb 2021 Card 462263xxxxxx7746,,-35.92,3637.87,35.92
18/02/2021,TRANSLINK - Visa Purchase - Receipt 108076In BRISBANE Date 15 Feb 2021 Card 462263xxxxxx7746,,-20,3673.79,20
18/02/2021,MICROSOFT*MICROSOFT 365 P - Visa Purchase - Receipt 108075In MSBILL.INFO Date 16 Feb 2021 Card 462263xxxxxx7746,,-10,3693.79,10
17/02/2021,LEASE PAY - Direct Debit - Receipt 116766 001-1347737-001,,-761,3703.79,761
17/02/2021,Raiz Investment - Direct Debit - Receipt 109680 eb3881fbb995c1c1d1,,-20.1,4464.79,20.1
17/02/2021,All Direct debits - Transfer to Kiran Joy - Receipt 331972 To 032885 5310008,,-3100,4484.89,3100
17/02/2021,CHEMIST WAREHOUSE - Visa Purchase - Receipt 167102In MANGO HILL Date 15 Feb 2021 Card 462263xxxxxx7746,,-6.99,7584.89,6.99
17/02/2021,WU *7889093673 - Visa Purchase - Receipt 167101In SYDNEY Date 15 Feb 2021 Card 462263xxxxxx7746,,-122.9,7591.88,122.9
16/02/2021,AZMAN HAROON - Visa Purchase - Receipt 155514In NORTH LAKES Date 12 Feb 2021 Card 462263xxxxxx7495,,-87.04,7714.78,87.04
16/02/2021,BWS LIQUOUR 2385 - Visa Purchase - Receipt 155513In KALLANGUR Date 14 Feb 2021 Card 462263xxxxxx7746,,-12,7801.82,12
16/02/2021,WOOLWORTHS 2752 - Visa Purchase - Receipt 155512In KALLANGUR Date 14 Feb 2021 Card 462263xxxxxx7746,,-62.71,7813.82,62.71
16/02/2021,Internal Transfer - Internal Transfer - Receipt 352414 Savings Maximiser 0046211453,,-1180,7876.53,1180
16/02/2021,Internal Transfer - Internal Transfer - Receipt 352238 Savings Maximiser 0046211237,,-690,9056.53,690
16/02/2021,Internal Transfer - Internal Transfer - Receipt 295278 Orange Everyday 0065083812,,-345,9746.53,345
15/02/2021,Internal Transfer - Internal Transfer - Receipt 661408  0806227416,,-100,10091.53,100
15/02/2021,DISNEY PLUS - Visa Purchase - Receipt 179938In RICHMOND Date 13 Feb 2021 Card 462263xxxxxx7746,,-8.99,10191.53,8.99
13/02/2021,GOURMET MEATS - Visa Purchase - Receipt 122763In MURRUMBA DOW Date 12 Feb 2021 Card 462263xxxxxx7746,,-17.53,10200.52,17.53
13/02/2021,UBER   *EATS - Visa Purchase - Receipt 122762In SYDNEY Date 11 Feb 2021 Card 462263xxxxxx7495,,-34.8,10218.05,34.8
13/02/2021,ALDI STORES - NORTH LA - Visa Purchase - Receipt 122761In NORTH LAKES Date 10 Feb 2021 Card 462263xxxxxx7746,,-32.49,10252.85,32.49
13/02/2021,Vodafone Australia - Visa Purchase - Receipt 122760In North Sydney Date 10 Feb 2021 Card 462263xxxxxx7746,,-69.59,10285.34,69.59
12/02/2021,OXFAM AUSTRALIA Q - Visa Purchase - Receipt 165289In CARLTON Date 10 Feb 2021 Card 462263xxxxxx7746,,-55,2885.6,55
12/02/2021,COSTCO FUEL NORTH LAKE - Visa Purchase - Receipt 165288In NORTH LAKES Date 10 Feb 2021 Card 462263xxxxxx7746,,-54.98,2940.6,54.98
12/02/2021,7-ELEVEN 4266 - Visa Purchase - Receipt 165287In GRIFFIN Date 09 Feb 2021 Card 462263xxxxxx7746,,-20.39,2995.58,20.39
11/02/2021,SHAPLAND SWIM KALLAN - Visa Purchase - Receipt 130601In KALLANGUR Date 10 Feb 2021 Card 462263xxxxxx7746,,-61.5,3015.97,61.5
11/02/2021,THE RUSTIC OLIVE - Visa Purchase - Receipt 130600In REDCLIFFE Date 09 Feb 2021 Card 462263xxxxxx7746,,-75.5,3077.47,75.5
10/02/2021,OFFICEWORKS 0430 NORTH LAKES - EFTPOS Purchase - Receipt 59619Date 10 Feb 2021 Time 4:27PM Card 462263xxxxxx7746,,-6.21,3152.97,6.21
10/02/2021,International Transaction Fee - Receipt 189692,,-0.3,3158.88,0.3
10/02/2021,NAME-CHEAP.COM - Visa Purchase - Receipt 189692Foreign Currency Amount: USD 9.06In WWW.NAMECHEA Date 08 Feb 2021 Card 462263xxxxxx7746,,-11.84,3159.18,11.84
10/02/2021,UBER* EATS - Visa Purchase - Receipt 189691In SYDNEY Date 08 Feb 2021 Card 462263xxxxxx7495,,-31,3171.02,31
10/02/2021,WOOLWORTHS 2752 - Visa Purchase - Receipt 189690In KALLANGUR Date 07 Feb 2021 Card 462263xxxxxx7746,,-37.79,3202.02,37.79
10/02/2021,BWS LIQUOUR 2385 - Visa Purchase - Receipt 189689In KALLANGUR Date 07 Feb 2021 Card 462263xxxxxx7746,,-10,3239.81,10
10/02/2021,TRANSLINK - Visa Purchase - Receipt 189688In BRISBANE Date 08 Feb 2021 Card 462263xxxxxx7746,,-20,3249.81,20
9/02/2021,GOURMET MEATS - Visa Purchase - Receipt 192741In MURRUMBA DOW Date 06 Feb 2021 Card 462263xxxxxx7746,,-47.75,3135.51,47.75
9/02/2021,LINKT BRISBANE - Visa Purchase - Receipt 192740In BRISBANE Date 06 Feb 2021 Card 462263xxxxxx7746,,-25.08,3183.26,25.08
8/02/2021,Raiz Investment - Direct Debit - Receipt 130492 fd0d1f0039c94e9f7a,,-20.94,3208.34,20.94
8/02/2021,ALDI STORES - NORTH LA - Visa Purchase - Receipt 193282In NORTH LAKES Date 05 Feb 2021 Card 462263xxxxxx7746,,-14.32,3229.28,14.32
7/02/2021,SQ *MATT FIDDES MARTIA No rth Lakes - EFTPOS Purchase - Receipt 252404Date 07 Feb 2021 Time 1:14PM Card 462263xxxxxx7746,,-2.5,3243.6,2.5
7/02/2021,SQ *MATT FIDDES MARTIA No rth Lakes - EFTPOS Purchase - Receipt 241999Date 07 Feb 2021 Time 1:12PM Card 462263xxxxxx7746,,-5.5,3246.1,5.5
7/02/2021,Lawnton Country Marke - Visa Purchase - Receipt 171738In Lawnton Date 06 Feb 2021 Card 462263xxxxxx7746,,-31,3251.6,31
7/02/2021,AUSSIE SEAFOOD HOUSE - Visa Purchase - Receipt 171737In LAWNTON Date 06 Feb 2021 Card 462263xxxxxx7746,,-39.61,3282.6,39.61
6/02/2021,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 807086 To Kogan MoneyBlackCard 4813635950084279,,-300,3322.21,300
6/02/2021,Telstra Direct Debit - Visa Purchase - Receipt 193569In AUSTRALIA Date 04 Feb 2021 Card 462263xxxxxx7746,,-111.62,3622.21,111.62
5/02/2021,Final leave pay - Internal Transfer - Receipt 633235  0806227416,,-800,3733.83,800
5/02/2021,International Transaction Fee - Receipt 148894,,-0.36,4533.47,0.36
5/02/2021,ADOBE PHOTOGPHY PLAN - Visa Purchase - Receipt 148894Foreign Currency Amount:  0In ADOBE.LY/ENA Date 03 Feb 2021 Card 462263xxxxxx7746,,-14.29,4533.83,14.29
5/02/2021,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 148893In BELLA VISTA Date 03 Feb 2021 Card 462263xxxxxx7746,,-55.84,4548.12,55.84
4/02/2021,TRANSLINK - Visa Purchase - Receipt 112749In BRISBANE Date 02 Feb 2021 Card 462263xxxxxx7746,,-20,3706.5,20
4/02/2021,ALDI STORES - NORTH LA - Visa Purchase - Receipt 112748In NORTH LAKES Date 01 Feb 2021 Card 462263xxxxxx7746,,-39.94,3726.5,39.94
3/02/2021,ALDI STORES - NORTH LA NORTH LAKES - EFTPOS Purchase - Receipt 118267Date 03 Feb 2021 Time 5:14PM Card 462263xxxxxx7746,,-25.55,3766.44,25.55
2/02/2021,Raiz Maint Fee - Direct Debit - Receipt 118239 d5c11e90429db40102,,-2.5,3791.99,2.5
2/02/2021,UBER* EATS - Visa Purchase - Receipt 185818In SYDNEY Date 31 Jan 2021 Card 462263xxxxxx7495,,-39.79,3794.49,39.79
2/02/2021,Kmart Photo Centre - Visa Purchase - Receipt 185817In 5855300014 Date 01 Feb 2021 Card 462263xxxxxx7746,,-0.45,3834.28,0.45
2/02/2021,WOOLWORTHS 2624 - Visa Purchase - Receipt 185816In CURRIMUNDI Date 30 Jan 2021 Card 462263xxxxxx7746,,-10.5,3834.73,10.5
1/02/2021,Raiz Investment - Direct Debit - Receipt 131663 25c44f8953a5aee845,,-22.44,3845.23,22.44
1/02/2021,PLINE PH WESTFIELD NL  NO RTH LAKES  Q - EFTPOS Purchase - Receipt 11702Date 01 Feb 2021 Time 3:30PM Card 462263xxxxxx7495,,-10.35,3867.67,10.35
31/01/2021,SQ *CAFE TWENTY ONE    Ca loundra - EFTPOS Purchase - Receipt 23163Date 31 Jan 2021 Time 11:14AM Card 462263xxxxxx7746,,-44.8,3878.02,44.8
31/01/2021,International Transaction Fee - Receipt 160182,,-0.67,3922.15,0.67
31/01/2021,DNH*GODADDY.COM AUSTRALIA - Visa Purchase - Receipt 160182Foreign Currency Amount:  0In 480-5058855 Date 29 Jan 2021 Card 462263xxxxxx7746,,-26.62,3922.82,26.62
31/01/2021,WOOLWORTHS 2670 - Visa Purchase - Receipt 160181In CALOUNDRA Date 28 Jan 2021 Card 462263xxxxxx7746,,-21.71,3949.44,21.71
31/01/2021,WOOLWORTHS 2670 - Visa Purchase - Receipt 160180In CALOUNDRA Date 29 Jan 2021 Card 462263xxxxxx7746,,-31.56,3971.15,31.56
30/01/2021,PIZZAGUARDI* CALOUNDRA - Visa Purchase - Receipt 197075In CALOUNDRA Date 28 Jan 2021 Card 462263xxxxxx7746,,-16.85,4002.71,16.85
30/01/2021,ALDI STORES - NORTH LA - Visa Purchase - Receipt 197074In NORTH LAKES Date 27 Jan 2021 Card 462263xxxxxx7495,,-34.4,4019.56,34.4
29/01/2021,SQ *BE AMAZED ENTERTAI Ca loundra - EFTPOS Purchase - Receipt 398371Date 29 Jan 2021 Time 8:51PM Card 462263xxxxxx7746,,-15,4053.96,15
29/01/2021,AMZNPRIMEAU MEMBERSHIP - Visa Purchase - Receipt 132038In SYDNEY SOUTH Date 28 Jan 2021 Card 462263xxxxxx7746,,-6.99,4068.96,6.99
29/01/2021,AZMAN HAROON - Visa Purchase - Receipt 132037In NORTH LAKES Date 27 Jan 2021 Card 462263xxxxxx7495,,-50.45,4075.95,50.45
29/01/2021,Cotton On - Visa Purchase - Receipt 132036In Geelong Date 27 Jan 2021 Card 462263xxxxxx7746,,-19.8,4126.4,19.8
28/01/2021,International Transaction Fee - Receipt 133349,,-2.06,4144.14,2.06
28/01/2021,The Baby Factory NZ Ltd - Visa Purchase - Receipt 133349Foreign Currency Amount: NZD 87.87In East Tamaki Date 27 Jan 2021 Card 462263xxxxxx7495,,-82.27,4146.2,82.27
27/01/2021,Internal Transfer - Internal Transfer - Receipt 119689  0806227416,,-200,4228.47,200
27/01/2021,ALDI STORES - NORTH LA - Visa Purchase - Receipt 136329In NORTH LAKES Date 24 Jan 2021 Card 462263xxxxxx7746,,-66.43,4428.47,66.43
26/01/2021,BIG W 0246 - Visa Purchase - Receipt 115077In NORTHLAKES Date 23 Jan 2021 Card 462263xxxxxx7746,,-43.99,3213.1,43.99
25/01/2021,Microsoft*EA Play 1 Month - Visa Purchase - Receipt 135736In msbill.info Date 24 Jan 2021 Card 462263xxxxxx7746,,-6.99,3257.09,6.99
24/01/2021,BWS 2482 - Visa Purchase - Receipt 139575In GRIFFIN Date 22 Jan 2021 Card 462263xxxxxx7746,,-16,3264.08,16
24/01/2021,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 139574In BELLA VISTA Date 22 Jan 2021 Card 462263xxxxxx7746,,-47.92,3280.08,47.92
24/01/2021,Audible Australia - Visa Purchase - Receipt 139573In MELBOURNE Date 22 Jan 2021 Card 462263xxxxxx7746,,-16.45,3328,16.45
23/01/2021,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 437828 To Kogan MoneyBlackCard 4813635950084279,,-1000,3344.45,1000
22/01/2021,SQ *BROW N LASH EXPRES Mu rrumba Down - EFTPOS Purchase - Receipt 475232Date 22 Jan 2021 Time 4:41PM Card 462263xxxxxx7495,,-15,4340.9,15
22/01/2021,AGL SALES PTY LTD - Visa Purchase - Receipt 187376In SYDNEY Date 20 Jan 2021 Card 462263xxxxxx7746,,-38.76,4355.9,38.76
21/01/2021,MSFT *<E0400D5J4X> - Visa Purchase - Receipt 149257In MSFT AZURE Date 19 Jan 2021 Card 462263xxxxxx7746,,-3.42,4329.66,3.42
20/01/2021,Raiz Investment - Direct Debit - Receipt 113185 bec697437d59b6d8b4,,-25.97,4333.08,25.97
20/01/2021,NETFLIX.COM - Visa Purchase - Receipt 103970In Melbourne Date 18 Jan 2021 Card 462263xxxxxx7746,,-15.99,4359.05,15.99
19/01/2021,CASHCARD\7-ELEVEN GRIFFIN 4266\GRIFFI - Receipt 4406ATM owner fee of $2.50 charged by CASHCARD\7-ELEVEN GRIFFIN 4266\GRIFFIDate 19 Jan 2021 Time 8:54AM Card 462263xxxxxx7746,,-62.5,4372.54,62.5
19/01/2021,FORTIFY PHYSIO - Visa Purchase - Receipt 181432In NORTH LAKES Date 18 Jan 2021 Card 462263xxxxxx7746,,-69,4435.04,69
19/01/2021,AZMAN HAROON - Visa Purchase - Receipt 181431In NORTH LAKES Date 17 Jan 2021 Card 462263xxxxxx7746,,-20.48,4504.04,20.48
19/01/2021,MEATLAND - Visa Purchase - Receipt 181430In NORTH LAKES Date 16 Jan 2021 Card 462263xxxxxx7746,,-52.32,4524.52,52.32
19/01/2021,IKEA NORTHLAKES - Visa Purchase - Receipt 181429In NORTH LAKES Date 17 Jan 2021 Card 462263xxxxxx7746,,-1.5,4576.84,1.5
19/01/2021,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 181428In BELLA VISTA Date 17 Jan 2021 Card 462263xxxxxx7746,,-30.28,4578.34,30.28
18/01/2021,LEASE PAY - Direct Debit - Receipt 117888 001-1347737-001,,-761,4608.62,761
18/01/2021,OFFICEWORKS 0430 NORTH LAKES - EFTPOS Purchase - Receipt 84729Date 18 Jan 2021 Time 5:01PM Card 462263xxxxxx7746,,-19.99,5369.62,19.99
18/01/2021,International Transaction Fee - Receipt 189083,,-0.07,5389.54,0.07
18/01/2021,NEST TECHNOLOGIES CORP - Visa Purchase - Receipt 189083Foreign Currency Amount: USD 2In 7036531100 Date 16 Jan 2021 Card 462263xxxxxx7746,,-2.6,5389.61,2.6
18/01/2021,MICROSOFT*MICROSOFT 365 P - Visa Purchase - Receipt 189082In MSBILL.INFO Date 16 Jan 2021 Card 462263xxxxxx7746,,-10,5392.21,10
18/01/2021,COSTCO FUEL NORTH LAKE - Visa Purchase - Receipt 189081In NORTH LAKES Date 16 Jan 2021 Card 462263xxxxxx7746,,-49.85,5402.21,49.85
18/01/2021,Lawnton Country Marke - Visa Purchase - Receipt 189080In Lawnton Date 17 Jan 2021 Card 462263xxxxxx7746,,-34.24,5452.06,34.24
17/01/2021,KMART 1228 NORTH LAKES - EFTPOS Purchase - Receipt 47113Date 17 Jan 2021 Time 2:01PM Card 462263xxxxxx7746,,-9,5486.3,9
17/01/2021,IKEA NORTHLAKES NORTH LAKES - EFTPOS Purchase - Receipt 350131Date 17 Jan 2021 Time 1:47PM Card 462263xxxxxx7746,,-4.5,5495.3,4.5
17/01/2021,IKEA NORTHLAKES NORTH LAKES - EFTPOS Purchase - Receipt 221572Date 17 Jan 2021 Time 1:45PM Card 462263xxxxxx7746,,-32.96,5499.8,32.96
17/01/2021,IKEA NORTHLAKES NORTH LAKES - EFTPOS Purchase - Receipt 238801Date 17 Jan 2021 Time 12:40PM Card 462263xxxxxx7746,,-20.9,5532.76,20.9
17/01/2021,BIG W 0246 - Visa Purchase - Receipt 180171In NORTHLAKES Date 14 Jan 2021 Card 462263xxxxxx7746,,-13,5553.66,13
17/01/2021,AIRBNB * HMEMJM3NQS - Visa Purchase - Receipt 180170In SURRY HILLS Date 15 Jan 2021 Card 462263xxxxxx7746,,-216.61,5566.66,216.61
17/01/2021,ROCKS CAFE AND BOATHIR - Visa Purchase - Receipt 180169In GRIFFIN Date 15 Jan 2021 Card 462263xxxxxx7746,,-16,5783.27,16
17/01/2021,All Direct debits - Transfer to Kiran Joy - Receipt 478809 To 032885 5310008,,-3100,5799.27,3100
16/01/2021,BWS LIQUOUR 2385 - Visa Purchase - Receipt 111750In KALLANGUR Date 13 Jan 2021 Card 462263xxxxxx7746,,-15,8899.27,15
16/01/2021,Internal Transfer - Internal Transfer - Receipt 589352 Orange Everyday 0065083812,,-345,8914.27,345
16/01/2021,Internal Transfer - Internal Transfer - Receipt 353533 Savings Maximiser 0046211453,,-1180,9259.27,1180
16/01/2021,Internal Transfer - Internal Transfer - Receipt 353352 Savings Maximiser 0046211237,,-690,10439.27,690
16/01/2021,Internal Transfer - Internal Transfer - Receipt 938170  0806227416,,-100,11129.27,100
15/01/2021,DISNEY PLUS - Visa Purchase - Receipt 162503In RICHMOND Date 13 Jan 2021 Card 462263xxxxxx7746,,-8.99,11229.27,8.99
15/01/2021,ALDI STORES - NORTH LA - Visa Purchase - Receipt 162502In NORTH LAKES Date 12 Jan 2021 Card 462263xxxxxx7746,,-11.13,11238.26,11.13
15/01/2021,Vodafone Australia - Visa Purchase - Receipt 162501In North Sydney Date 13 Jan 2021 Card 462263xxxxxx7746,,-69.59,11249.39,69.59
15/01/2021,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 162500In BELLA VISTA Date 13 Jan 2021 Card 462263xxxxxx7746,,-82.49,11318.98,82.49
15/01/2021,WOOLWORTHS 2752 - Visa Purchase - Receipt 162499In KALLANGUR Date 13 Jan 2021 Card 462263xxxxxx7746,,-22.04,11401.47,22.04
14/01/2021,Raiz Investment - Direct Debit - Receipt 170353 82d94d42d7ff60b54f,,-20.85,11423.51,20.85
14/01/2021,SHAPLAND SWIM KALLAN - Visa Purchase - Receipt 135266In KALLANGUR Date 13 Jan 2021 Card 462263xxxxxx7746,,-82,3975.03,82
14/01/2021,ALDI STORES - KALLANGU - Visa Purchase - Receipt 135265In KALLANGUR Date 11 Jan 2021 Card 462263xxxxxx7746,,-85.28,4057.03,85.28
14/01/2021,COSTCO WHOLESALE AUS - Visa Purchase - Receipt 135264In NORTH LAKES Date 12 Jan 2021 Card 462263xxxxxx7746,,-128.44,4142.31,128.44
13/01/2021,OXFAM AUSTRALIA Q - Visa Purchase - Receipt 147544In CARLTON Date 11 Jan 2021 Card 462263xxxxxx7746,,-55,4270.75,55
13/01/2021,Internal Transfer - Internal Transfer - Receipt 854382  0806227416,,-200,4325.75,200
12/01/2021,UBER* EATS - Visa Purchase - Receipt 195210In SYDNEY Date 11 Jan 2021 Card 462263xxxxxx7495,,-25.7,3243.95,25.7
12/01/2021,FORTIFY PHYSIO - Visa Purchase - Receipt 195209In NORTH LAKES Date 11 Jan 2021 Card 462263xxxxxx7746,,-60,3269.65,60
12/01/2021,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 195208In BELLA VISTA Date 09 Jan 2021 Card 462263xxxxxx7746,,-35.97,3329.65,35.97
11/01/2021,AMAZON MKTPLC AU - Visa Purchase - Receipt 148000In SYDNEY SOUTH Date 03 Jan 2021 Card 462263xxxxxx7746,,-40.73,3365.62,40.73
10/01/2021,AMAZON MKTPLC AU - Visa Purchase - Receipt 142973In SYDNEY SOUTH Date 03 Jan 2021 Card 462263xxxxxx7746,,-8.61,3406.35,8.61
10/01/2021,UBER* EATS - Visa Purchase - Receipt 142972In SYDNEY Date 08 Jan 2021 Card 462263xxxxxx7495,,-30,3414.96,30
10/01/2021,BWS 2482 - Visa Purchase - Receipt 142971In GRIFFIN Date 08 Jan 2021 Card 462263xxxxxx7746,,-16,3444.96,16
10/01/2021,ALDI STORES - KALLANGU - Visa Purchase - Receipt 142970In KALLANGUR Date 07 Jan 2021 Card 462263xxxxxx7746,,-35.94,3460.96,35.94
9/01/2021,ALDI STORES - NORTH LA - Visa Purchase - Receipt 101185In NORTH LAKES Date 06 Jan 2021 Card 462263xxxxxx7746,,-23.09,3496.9,23.09
8/01/2021,COLES 4561 MURRUMBA DW - EFTPOS Purchase - Receipt 170211Date 08 Jan 2021 Time 4:37PM Card 462263xxxxxx7746,,-28.66,3519.99,28.66
7/01/2021,Goodstart Murrum - Direct Debit - Receipt 138020 A0064MCY0WVW,,-237.19,3548.65,237.19
7/01/2021,BRIGHT SHADOW TRADIN   GR IFFIN      Q - EFTPOS Purchase - Receipt 61003Date 07 Jan 2021 Time 11:19AM Card 462263xxxxxx7746,,-4,3785.84,4
7/01/2021,GRIFFIN C D PHARMACY - Visa Purchase - Receipt 148682In GRIFFIN Date 06 Jan 2021 Card 462263xxxxxx7746,,-16.99,3789.84,16.99
7/01/2021,MCDONALDS MURRUMBA DO - Visa Purchase - Receipt 148681In MURRUMBA DOW Date 04 Jan 2021 Card 462263xxxxxx7746,,-20.15,3806.83,20.15
